"id","device","sum_spent","group","join_dt","country","gender"
"1044894","I","0","A","2023-01-26","FRA","M"
"1044897","A","0","A","2023-01-25","BRA","F"
"1044898","A","0","A","2023-01-26","GBR","F"
"1044899","I","0","A","2023-02-04","USA","M"
"1044900","I","0","B","2023-01-31","BRA","F"
"1044901","A","64.63","A","2023-01-25","MEX","unknown"
"1044902","I","0","A","2023-01-25","USA","M"
"1044903","I","0","B","2023-02-04","TUR","M"
"1044904","A","0","B","2023-01-26","unknown","F"
"1044905","A","0","B","2023-02-02","USA","M"
"1044906","I","0","A","2023-01-29","MEX","M"
"1044907","A","0","B","2023-01-25","MEX","M"
"1044908","I","0","B","2023-01-25","BRA","M"
"1044909","A","0","A","2023-01-26","TUR","F"
"1044910","A","69.91","B","2023-01-26","DEU","M"
"1044911","I","0","B","2023-01-30","BRA","F"
"1044912","A","0","B","2023-01-29","MEX","unknown"
"1044913","A","0","A","2023-01-29","FRA","O"
"1044914","A","0","A","2023-01-29","ESP","M"
"1044915","A","0","A","2023-01-26","GBR","unknown"
"1044916","I","0","B","2023-02-02","USA","unknown"
"1044917","I","31.05","B","2023-01-25","USA","unknown"
"1044918","I","0","B","2023-01-26","DEU","F"
"1044919","A","0","A","2023-01-27","AUS","F"
"1044920","A","0","A","2023-01-31","GBR","F"
"1044921","A","0","A","2023-01-25","CAN","M"
"1044922","I","0","B","2023-01-27","USA","M"
"1044923","A","0","A","2023-01-31","unknown","F"
"1044924","A","0","B","2023-01-26","BRA","unknown"
"1044925","A","0","A","2023-01-25","USA","F"
"1044926","A","0","A","2023-01-28","USA","M"
"1044927","A","0","B","2023-01-26","USA","unknown"
"1044928","A","0","B","2023-01-26","BRA","M"
"1044929","A","0","B","2023-01-26","USA","F"
"1044930","A","0","A","2023-01-29","BRA","M"
"1044931","I","0","A","2023-02-02","USA","F"
"1044932","A","0","B","2023-02-02","BRA","M"
"1044933","A","0","A","2023-02-05","USA","O"
"1044934","A","0","B","2023-01-25","MEX","F"
"1044935","A","0","A","2023-01-25","BRA","M"
"1044936","A","0","B","2023-01-26","USA","F"
"1044937","I","0","A","2023-01-27","USA","F"
"1044938","I","0","B","2023-01-30","USA","O"
"1044939","A","0","A","2023-01-26","BRA","F"
"1044940","A","0","A","2023-01-25","BRA","F"
"1044941","A","0","A","2023-02-03","MEX","unknown"
"1044942","A","0","B","2023-02-03","USA","unknown"
"1044943","I","0","B","2023-01-25","FRA","M"
"1044944","I","0","A","2023-01-25","USA","unknown"
"1044945","A","0","A","2023-01-28","BRA","F"
"1044946","A","0","B","2023-01-29","BRA","M"
"1044947","A","0","B","2023-01-25","BRA","F"
"1044948","I","0","A","2023-01-30","BRA","F"
"1044949","A","0","A","2023-01-26","DEU","F"
"1044950","A","0","A","2023-01-30","USA","F"
"1044951","A","0","A","2023-02-03","unknown","M"
"1044952","A","0","A","2023-01-26","BRA","F"
"1044953","A","0","A","2023-02-01","USA","F"
"1044954","I","0","B","2023-01-26","USA","F"
"1044955","I","0","A","2023-01-31","USA","F"
"1044957","A","0","B","2023-01-30","BRA","F"
"1044958","A","0","A","2023-01-25","ESP","M"
"1044959","A","0","B","2023-02-02","GBR","M"
"1044960","A","0","B","2023-01-26","BRA","F"
"1044961","I","0","B","2023-02-01","FRA","M"
"1044962","A","0","B","2023-01-28","USA","M"
"1044963","A","0","A","2023-01-25","TUR","F"
"1044964","A","0","A","2023-01-27","FRA","M"
"1044965","I","58.79","B","2023-01-29","USA","M"
"1044966","A","0","A","2023-01-30","AUS","M"
"1044967","A","0","A","2023-01-28","TUR","unknown"
"1044968","A","0","A","2023-01-29","MEX","M"
"1044969","A","0","B","2023-01-28","ESP","M"
"1044970","A","0","B","2023-02-01","DEU","M"
"1044971","I","0","A","2023-01-25","MEX","F"
"1044972","A","0","A","2023-01-28","BRA","F"
"1044973","A","0","A","2023-01-28","USA","M"
"1044974","I","0","A","2023-02-04","USA","F"
"1044975","I","0","A","2023-01-30","BRA","F"
"1044976","A","0","A","2023-01-30","BRA","M"
"1044977","A","0","B","2023-02-01","BRA","M"
"1044979","A","0","A","2023-01-25","USA","M"
"1044980","A","0","A","2023-02-04","BRA","F"
"1044981","I","0","B","2023-01-30","USA","F"
"1044982","A","0","A","2023-01-25","BRA","F"
"1044983","A","0","B","2023-01-27","MEX","F"
"1044984","I","0","A","2023-01-31","DEU","M"
"1044985","A","0","A","2023-01-28","DEU","unknown"
"1044986","A","0","A","2023-01-26","BRA","M"
"1044987","I","0","A","2023-01-25","ESP","unknown"
"1044988","A","0","A","2023-01-31","FRA","F"
"1044989","I","0","A","2023-02-02","USA","M"
"1044990","A","0","A","2023-01-26","BRA","F"
"1044991","A","0","A","2023-01-30","TUR","M"
"1044992","I","139.33","B","2023-01-26","unknown","F"
"1044993","I","0","A","2023-01-25","GBR","M"
"1044994","I","0","A","2023-02-02","USA","F"
"1044995","A","0","A","2023-01-25","USA","M"
"1044996","A","0","A","2023-01-30","GBR","M"
"1044997","A","0","A","2023-01-28","USA","F"
"1044998","I","0","B","2023-01-27","USA","unknown"
"1044999","A","0","B","2023-01-29","FRA","F"
"1045000","I","0","B","2023-01-30","USA","M"
"1045001","I","0","A","2023-02-04","DEU","M"
"1045002","A","0","B","2023-01-26","MEX","M"
"1045003","A","0","B","2023-01-31","USA","M"
"1045004","I","0","B","2023-01-25","TUR","M"
"1045005","A","0","B","2023-01-26","DEU","F"
"1045006","I","0","B","2023-02-01","CAN","F"
"1045007","A","0","A","2023-02-04","MEX","unknown"
"1045008","I","0","B","2023-02-02","USA","M"
"1045009","A","0","B","2023-01-28","GBR","F"
"1045010","A","0","A","2023-01-25","GBR","unknown"
"1045011","A","0","A","2023-01-25","MEX","F"
"1045012","A","0","A","2023-01-25","USA","F"
"1045013","A","0","A","2023-01-27","USA","M"
"1045014","A","0","B","2023-02-05","BRA","F"
"1045015","A","0","A","2023-01-25","ESP","unknown"
"1045016","A","48.65","B","2023-01-27","USA","F"
"1045017","A","0","A","2023-01-28","USA","F"
"1045018","A","0","A","2023-01-27","FRA","M"
"1045019","A","0","A","2023-01-30","USA","M"
"1045020","I","77.61","B","2023-01-25","USA","M"
"1045021","I","0","A","2023-01-25","USA","F"
"1045022","A","0","B","2023-02-06","MEX","unknown"
"1045023","I","0","A","2023-01-31","BRA","F"
"1045024","A","0","A","2023-02-01","MEX","F"
"1045025","I","0","A","2023-01-26","USA","unknown"
"1045026","A","0","A","2023-01-25","USA","F"
"1045027","A","90.40","A","2023-01-25","USA","F"
"1045028","unknown","0","A","2023-01-27","ESP","M"
"1045029","A","0","A","2023-01-25","FRA","M"
"1045030","I","0","A","2023-01-25","TUR","F"
"1045031","A","0","A","2023-02-04","TUR","M"
"1045032","A","0","B","2023-01-29","DEU","unknown"
"1045033","I","0","A","2023-02-05","MEX","F"
"1045034","A","0","B","2023-01-25","BRA","F"
"1045035","A","0","B","2023-01-25","GBR","F"
"1045036","I","0","B","2023-01-29","BRA","F"
"1045037","A","0","B","2023-02-05","ESP","F"
"1045039","I","0","B","2023-01-29","FRA","M"
"1045040","A","0","B","2023-01-25","USA","M"
"1045041","A","0","A","2023-02-01","TUR","M"
"1045042","I","0","B","2023-01-26","DEU","unknown"
"1045043","I","0","A","2023-01-28","ESP","M"
"1045044","I","0","A","2023-01-27","TUR","M"
"1045045","A","0","B","2023-01-27","MEX","F"
"1045046","A","0","A","2023-01-25","BRA","F"
"1045047","A","0","A","2023-01-25","USA","F"
"1045048","A","40.63","A","2023-01-28","BRA","unknown"
"1045049","A","0","A","2023-01-30","USA","F"
"1045050","A","0","B","2023-01-25","USA","O"
"1045051","A","0","A","2023-01-27","MEX","F"
"1045052","A","0","B","2023-01-25","BRA","F"
"1045053","A","0","B","2023-02-03","USA","F"
"1045054","A","0","A","2023-02-05","USA","F"
"1045055","A","0","B","2023-01-27","ESP","F"
"1045056","I","0","A","2023-01-26","GBR","M"
"1045057","A","0","B","2023-01-26","GBR","M"
"1045058","I","146.78","B","2023-01-25","USA","F"
"1045059","I","0","B","2023-01-25","FRA","F"
"1045060","I","0","B","2023-01-25","BRA","unknown"
"1045061","A","0","B","2023-01-27","TUR","F"
"1045062","A","0","A","2023-01-31","USA","M"
"1045063","I","0","B","2023-02-03","FRA","unknown"
"1045064","I","70.70","A","2023-01-30","BRA","unknown"
"1045065","A","48.43","B","2023-01-28","MEX","M"
"1045066","A","0","A","2023-02-01","BRA","M"
"1045067","I","0","A","2023-01-26","USA","F"
"1045068","A","0","A","2023-01-27","FRA","F"
"1045069","A","0","B","2023-01-29","BRA","O"
"1045070","A","0","A","2023-01-25","DEU","F"
"1045071","A","0","B","2023-01-27","BRA","F"
"1045072","A","0","A","2023-01-25","ESP","F"
"1045073","A","0","B","2023-01-27","USA","M"
"1045074","I","0","A","2023-01-28","MEX","F"
"1045075","I","0","B","2023-01-26","TUR","F"
"1045076","A","0","B","2023-01-30","USA","F"
"1045077","A","0","A","2023-01-30","MEX","F"
"1045078","A","0","B","2023-01-26","BRA","M"
"1045079","A","0","B","2023-01-30","MEX","M"
"1045080","I","61.68","A","2023-02-02","USA","F"
"1045081","I","0","B","2023-01-26","USA","M"
"1045082","I","75.16","B","2023-01-25","TUR","F"
"1045083","I","0","A","2023-01-25","USA","M"
"1045084","A","0","B","2023-01-30","unknown","M"
"1045085","A","0","B","2023-02-04","GBR","F"
"1045086","I","0","A","2023-01-25","USA","unknown"
"1045087","I","0","B","2023-01-25","TUR","M"
"1045088","I","0","B","2023-01-27","BRA","F"
"1045089","A","0","B","2023-01-26","USA","F"
"1045090","I","0","A","2023-01-29","BRA","F"
"1045091","I","41.79","A","2023-01-26","GBR","M"
"1045092","A","0","A","2023-01-26","ESP","M"
"1045094","I","21.20","A","2023-01-27","GBR","M"
"1045095","I","0","A","2023-02-03","MEX","unknown"
"1045096","A","0","B","2023-01-25","BRA","M"
"1045097","I","0","B","2023-02-02","GBR","unknown"
"1045098","A","0","B","2023-01-25","USA","M"
"1045099","A","0","B","2023-01-28","USA","M"
"1045100","A","0","A","2023-01-30","USA","M"
"1045101","A","0","A","2023-02-01","TUR","F"
"1045102","A","0","B","2023-01-25","DEU","M"
"1045103","I","0","A","2023-01-25","DEU","M"
"1045104","I","0","A","2023-02-01","BRA","M"
"1045105","A","0","A","2023-02-04","TUR","M"
"1045106","A","0","B","2023-02-04","MEX","M"
"1045107","A","0","A","2023-01-26","USA","unknown"
"1045108","A","0","B","2023-01-27","USA","M"
"1045109","I","0","B","2023-01-27","BRA","M"
"1045110","A","0","A","2023-02-06","MEX","unknown"
"1045111","A","0","B","2023-01-25","TUR","F"
"1045112","A","0","A","2023-01-29","BRA","F"
"1045113","I","0","A","2023-01-31","USA","M"
"1045114","A","0","A","2023-01-26","DEU","F"
"1045115","A","0","A","2023-01-31","DEU","F"
"1045116","I","0","B","2023-01-25","unknown","unknown"
"1045117","A","0","A","2023-01-25","MEX","F"
"1045118","I","0","A","2023-01-25","MEX","F"
"1045119","A","0","A","2023-01-28","USA","M"
"1045120","A","0","A","2023-01-27","USA","F"
"1045121","I","0","A","2023-02-05","DEU","M"
"1045122","A","0","B","2023-01-28","unknown","M"
"1045123","I","0","A","2023-01-26","BRA","M"
"1045124","A","0","B","2023-01-26","USA","F"
"1045125","I","0","A","2023-01-29","GBR","M"
"1045126","A","0","B","2023-01-25","TUR","M"
"1045127","A","0","B","2023-02-02","TUR","F"
"1045128","A","20.87","B","2023-02-01","USA","F"
"1045129","A","0","A","2023-01-26","FRA","M"
"1045130","I","0","B","2023-01-28","USA","F"
"1045131","A","0","A","2023-02-03","GBR","F"
"1045132","A","0","B","2023-02-05","BRA","M"
"1045133","I","0","A","2023-01-25","GBR","M"
"1045134","A","0","A","2023-01-27","USA","F"
"1045135","A","0","A","2023-01-26","CAN","M"
"1045136","I","0","A","2023-01-25","USA","unknown"
"1045137","A","0","A","2023-01-27","USA","unknown"
"1045138","A","0","B","2023-01-25","TUR","M"
"1045139","A","0","B","2023-02-03","BRA","F"
"1045140","I","0","B","2023-01-27","FRA","unknown"
"1045141","I","0","B","2023-01-25","DEU","M"
"1045142","I","0","B","2023-01-25","TUR","unknown"
"1045143","I","0","A","2023-01-25","TUR","unknown"
"1045144","A","0","B","2023-01-27","USA","F"
"1045145","I","0","B","2023-01-28","BRA","M"
"1045146","A","0","B","2023-01-25","USA","F"
"1045147","A","0","A","2023-01-27","USA","F"
"1045148","A","0","A","2023-01-25","MEX","M"
"1045149","A","0","B","2023-01-27","DEU","F"
"1045150","A","0","B","2023-01-25","USA","F"
"1045151","A","0","A","2023-01-26","BRA","F"
"1045152","A","0","B","2023-01-26","TUR","M"
"1045153","A","0","B","2023-02-03","FRA","F"
"1045154","A","0","B","2023-01-27","GBR","F"
"1045155","I","0","B","2023-02-06","BRA","M"
"1045156","A","0","A","2023-01-25","USA","F"
"1045157","A","0","A","2023-02-01","BRA","M"
"1045158","I","0","A","2023-01-25","BRA","F"
"1045159","I","0","B","2023-01-25","USA","F"
"1045160","I","0","B","2023-02-03","DEU","M"
"1045161","I","0","B","2023-01-25","MEX","M"
"1045162","A","0","A","2023-01-28","MEX","F"
"1045163","I","0","B","2023-01-25","GBR","O"
"1045164","A","0","A","2023-01-25","USA","M"
"1045165","A","0","A","2023-01-27","MEX","unknown"
"1045166","I","0","A","2023-01-31","MEX","M"
"1045167","I","0","B","2023-01-26","MEX","F"
"1045168","I","0","B","2023-01-25","FRA","F"
"1045169","A","0","B","2023-01-25","USA","F"
"1045170","A","0","B","2023-02-03","USA","M"
"1045171","A","0","A","2023-02-02","USA","F"
"1045172","I","0","B","2023-01-26","USA","F"
"1045174","A","0","B","2023-02-05","TUR","M"
"1045175","A","0","B","2023-01-26","USA","M"
"1045176","A","0","A","2023-01-29","USA","M"
"1045177","A","0","A","2023-02-04","AUS","F"
"1045178","A","0","B","2023-01-31","USA","M"
"1045179","A","0","B","2023-01-29","BRA","F"
"1045180","A","0","A","2023-01-25","BRA","F"
"1045181","A","0","A","2023-01-28","MEX","F"
"1045182","I","0","A","2023-01-26","BRA","M"
"1045183","A","0","B","2023-01-29","ESP","M"
"1045184","A","0","B","2023-01-26","BRA","M"
"1045185","A","0","A","2023-01-26","BRA","M"
"1045186","I","0","A","2023-01-31","USA","M"
"1045187","A","0","A","2023-01-25","FRA","F"
"1045188","A","0","A","2023-01-25","USA","M"
"1045189","A","0","A","2023-01-26","MEX","F"
"1045190","I","0","A","2023-01-28","USA","F"
"1045191","A","0","B","2023-01-26","AUS","F"
"1045192","I","0","B","2023-01-28","USA","F"
"1045193","A","0","B","2023-02-01","USA","F"
"1045194","A","0","B","2023-01-28","USA","M"
"1045195","I","0","A","2023-01-27","USA","M"
"1045196","I","0","B","2023-01-29","FRA","M"
"1045197","I","0","A","2023-01-27","FRA","F"
"1045198","A","0","B","2023-01-26","FRA","M"
"1045199","A","0","B","2023-01-27","CAN","M"
"1045200","I","0","A","2023-01-28","USA","M"
"1045201","I","0","B","2023-01-26","BRA","M"
"1045202","A","0","B","2023-01-25","MEX","F"
"1045203","A","0","A","2023-01-25","USA","O"
"1045204","A","0","B","2023-01-28","MEX","M"
"1045205","A","0","A","2023-01-25","USA","unknown"
"1045206","A","13.08","A","2023-01-25","USA","F"
"1045207","I","0","B","2023-01-26","BRA","F"
"1045208","I","0","B","2023-01-26","BRA","unknown"
"1045209","A","0","A","2023-01-25","ESP","M"
"1045210","A","87.92","B","2023-02-05","USA","unknown"
"1045211","I","0","A","2023-01-29","USA","F"
"1045212","I","0","B","2023-01-26","FRA","M"
"1045213","A","0","A","2023-02-05","MEX","M"
"1045214","I","0","B","2023-01-25","MEX","M"
"1045215","A","0","B","2023-01-29","CAN","M"
"1045216","I","0","A","2023-02-05","FRA","M"
"1045217","A","0","B","2023-02-01","BRA","F"
"1045218","A","0","A","2023-02-03","USA","F"
"1045219","I","0","B","2023-01-25","USA","M"
"1045220","I","0","A","2023-02-04","TUR","F"
"1045221","A","0","B","2023-01-28","BRA","M"
"1045222","A","0","A","2023-01-25","FRA","F"
"1045223","A","0","B","2023-01-28","MEX","F"
"1045224","A","0","A","2023-01-27","MEX","M"
"1045225","A","0","A","2023-01-31","USA","M"
"1045226","I","0","B","2023-01-26","USA","M"
"1045227","A","0","B","2023-01-26","FRA","M"
"1045229","A","0","B","2023-01-25","unknown","unknown"
"1045230","I","0","A","2023-01-26","FRA","M"
"1045231","I","0","B","2023-01-27","USA","unknown"
"1045232","A","0","B","2023-01-30","BRA","unknown"
"1045233","A","0","B","2023-01-26","ESP","F"
"1045234","I","0","B","2023-01-26","USA","F"
"1045235","I","0","B","2023-02-05","MEX","unknown"
"1045236","A","0","B","2023-01-26","MEX","F"
"1045237","A","0","A","2023-01-25","USA","M"
"1045238","A","0","B","2023-02-03","BRA","F"
"1045240","A","0","A","2023-01-25","unknown","F"
"1045241","I","0","B","2023-01-25","DEU","F"
"1045242","I","0","B","2023-02-02","BRA","F"
"1045243","A","0","B","2023-01-26","TUR","M"
"1045244","I","0","B","2023-01-25","AUS","M"
"1045245","A","0","B","2023-01-29","BRA","F"
"1045246","A","0","A","2023-01-29","BRA","M"
"1045247","A","0","B","2023-01-31","USA","unknown"
"1045248","I","0","B","2023-01-28","BRA","M"
"1045249","I","0","A","2023-01-31","USA","F"
"1045250","A","176.86","A","2023-01-30","USA","M"
"1045251","A","0","B","2023-01-31","USA","M"
"1045252","A","0","A","2023-02-05","MEX","F"
"1045253","A","0","B","2023-01-27","ESP","unknown"
"1045254","A","0","B","2023-01-25","USA","M"
"1045255","A","0","A","2023-01-26","DEU","F"
"1045256","A","0","B","2023-01-26","MEX","M"
"1045257","A","0","B","2023-01-28","ESP","M"
"1045258","A","0","A","2023-01-27","USA","unknown"
"1045259","A","0","B","2023-01-26","USA","F"
"1045260","I","0","B","2023-02-02","FRA","M"
"1045261","I","0","A","2023-01-29","FRA","F"
"1045262","I","0","A","2023-01-29","FRA","M"
"1045263","A","0","B","2023-01-27","USA","M"
"1045264","A","0","A","2023-02-03","USA","O"
"1045265","I","0","A","2023-01-25","FRA","F"
"1045266","A","0","B","2023-02-02","BRA","unknown"
"1045267","A","0","A","2023-01-25","USA","F"
"1045268","A","0","A","2023-01-28","TUR","O"
"1045269","I","0","A","2023-01-25","BRA","F"
"1045270","A","0","B","2023-01-27","DEU","M"
"1045271","I","0","A","2023-02-05","BRA","M"
"1045272","A","0","B","2023-01-31","TUR","unknown"
"1045273","A","0","A","2023-01-25","MEX","unknown"
"1045274","A","0","B","2023-01-25","USA","M"
"1045275","A","0","B","2023-01-29","GBR","O"
"1045276","I","0","A","2023-01-26","DEU","F"
"1045277","I","0","A","2023-02-04","TUR","M"
"1045278","A","0","A","2023-01-29","MEX","F"
"1045279","A","0","B","2023-01-25","BRA","F"
"1045280","A","0","B","2023-01-25","USA","M"
"1045281","I","0","B","2023-01-30","TUR","F"
"1045282","A","0","A","2023-01-27","unknown","unknown"
"1045283","A","0","A","2023-01-25","MEX","M"
"1045284","I","0","B","2023-01-31","MEX","M"
"1045285","A","0","B","2023-01-28","BRA","F"
"1045286","A","0","A","2023-01-25","DEU","M"
"1045287","A","0","B","2023-02-05","GBR","F"
"1045288","A","0","B","2023-02-01","MEX","F"
"1045289","A","0","B","2023-01-25","USA","M"
"1045290","A","0","B","2023-01-27","GBR","M"
"1045291","I","0","A","2023-01-27","USA","F"
"1045292","A","0","B","2023-01-27","USA","F"
"1045293","I","0","B","2023-01-25","BRA","F"
"1045294","I","0","A","2023-02-01","GBR","F"
"1045295","A","0","B","2023-01-26","USA","F"
"1045297","A","0","A","2023-01-25","USA","F"
"1045298","A","0","B","2023-01-25","USA","M"
"1045299","I","0","B","2023-01-27","BRA","F"
"1045300","I","0","A","2023-02-05","USA","F"
"1045301","A","0","B","2023-02-04","MEX","F"
"1045302","A","0","A","2023-01-25","ESP","F"
"1045303","I","0","A","2023-01-25","TUR","M"
"1045304","A","0","B","2023-02-01","DEU","F"
"1045305","I","0","A","2023-01-29","GBR","M"
"1045306","A","0","A","2023-01-26","MEX","F"
"1045307","I","0","A","2023-01-25","MEX","M"
"1045308","A","0","B","2023-01-26","MEX","M"
"1045309","I","0","A","2023-01-26","TUR","M"
"1045310","A","0","B","2023-01-28","BRA","O"
"1045311","A","0","A","2023-01-29","USA","M"
"1045312","A","0","B","2023-02-03","MEX","M"
"1045313","A","0","A","2023-01-26","TUR","M"
"1045314","A","0","A","2023-01-25","BRA","F"
"1045315","A","0","B","2023-01-25","USA","F"
"1045316","I","0","A","2023-01-31","CAN","M"
"1045317","A","0","A","2023-01-26","USA","F"
"1045318","I","0","A","2023-01-25","FRA","M"
"1045319","A","0","A","2023-02-04","MEX","M"
"1045320","A","0","A","2023-01-27","USA","M"
"1045321","I","0","B","2023-02-05","USA","F"
"1045322","A","0","A","2023-01-25","USA","unknown"
"1045323","A","0","A","2023-02-01","USA","F"
"1045324","A","0","B","2023-01-28","BRA","M"
"1045325","A","0","A","2023-01-27","FRA","M"
"1045326","A","0","A","2023-01-29","TUR","F"
"1045327","I","0","B","2023-01-28","FRA","M"
"1045328","A","0","A","2023-01-25","BRA","M"
"1045329","I","0","B","2023-01-26","ESP","O"
"1045330","I","114.48","B","2023-01-26","MEX","M"
"1045331","I","0","A","2023-01-27","USA","F"
"1045332","A","0","B","2023-02-02","TUR","M"
"1045333","A","0","B","2023-01-26","BRA","F"
"1045334","A","0","B","2023-02-05","MEX","M"
"1045335","I","0","B","2023-02-01","USA","F"
"1045336","A","0","B","2023-01-29","USA","F"
"1045337","A","0","B","2023-01-30","FRA","F"
"1045338","I","0","A","2023-01-25","MEX","M"
"1045339","A","0","B","2023-01-29","USA","F"
"1045340","A","0","B","2023-02-05","DEU","M"
"1045341","A","0","A","2023-01-26","GBR","unknown"
"1045342","A","0","B","2023-02-02","GBR","M"
"1045343","A","0","B","2023-01-25","USA","F"
"1045344","A","0","A","2023-01-27","ESP","F"
"1045345","A","78.90","A","2023-01-26","USA","M"
"1045346","I","0","B","2023-01-25","CAN","M"
"1045347","I","188.52","B","2023-01-26","GBR","F"
"1045348","A","0","B","2023-01-25","FRA","F"
"1045349","A","0","A","2023-01-26","BRA","M"
"1045350","A","0","A","2023-01-27","MEX","unknown"
"1045351","A","0","B","2023-02-01","USA","unknown"
"1045352","A","0","A","2023-01-30","BRA","M"
"1045353","A","0","A","2023-01-31","USA","F"
"1045354","A","0","B","2023-01-26","TUR","M"
"1045355","I","0","B","2023-02-04","CAN","O"
"1045356","I","0","A","2023-01-27","USA","M"
"1045357","A","0","A","2023-01-26","USA","F"
"1045358","A","0","A","2023-01-30","GBR","F"
"1045359","A","0","A","2023-02-03","DEU","F"
"1045360","A","0","B","2023-02-05","USA","unknown"
"1045361","A","0","A","2023-02-03","CAN","unknown"
"1045362","unknown","0","A","2023-01-30","USA","M"
"1045363","I","0","A","2023-01-26","USA","unknown"
"1045364","A","0","A","2023-01-28","USA","unknown"
"1045365","I","0","A","2023-01-26","DEU","F"
"1045366","A","0","B","2023-01-27","AUS","M"
"1045367","A","0","A","2023-01-27","GBR","M"
"1045368","I","0","B","2023-01-28","ESP","F"
"1045369","I","0","B","2023-01-28","BRA","F"
"1045370","A","0","B","2023-01-28","BRA","M"
"1045371","A","0","A","2023-02-04","BRA","F"
"1045372","I","0","B","2023-01-30","BRA","M"
"1045373","I","0","A","2023-01-28","USA","F"
"1045374","A","0","B","2023-02-01","BRA","unknown"
"1045375","A","0","A","2023-01-25","DEU","M"
"1045376","A","0","A","2023-01-25","ESP","unknown"
"1045377","A","0","B","2023-01-27","FRA","M"
"1045378","I","0","A","2023-01-31","MEX","F"
"1045379","I","0","A","2023-01-25","AUS","F"
"1045380","A","0","B","2023-01-26","DEU","M"
"1045381","A","0","A","2023-01-25","GBR","M"
"1045382","I","0","A","2023-01-26","ESP","M"
"1045383","A","0","A","2023-01-31","BRA","M"
"1045384","A","22.38","B","2023-01-26","USA","F"
"1045385","A","0","B","2023-01-28","USA","F"
"1045386","A","0","B","2023-01-26","BRA","F"
"1045387","I","0","B","2023-01-27","MEX","F"
"1045388","I","0","B","2023-01-28","FRA","unknown"
"1045389","I","0","A","2023-01-28","BRA","F"
"1045390","I","0","A","2023-01-31","ESP","F"
"1045391","A","0","B","2023-02-05","BRA","M"
"1045392","A","0","B","2023-01-27","MEX","M"
"1045393","A","0","A","2023-02-02","USA","F"
"1045394","A","0","B","2023-02-03","TUR","F"
"1045395","A","0","A","2023-01-27","BRA","F"
"1045396","A","0","B","2023-01-30","GBR","F"
"1045397","A","0","B","2023-01-28","USA","M"
"1045398","A","0","B","2023-01-25","BRA","unknown"
"1045399","A","17.45","B","2023-01-26","USA","unknown"
"1045400","I","26.72","B","2023-02-06","MEX","F"
"1045401","I","0","A","2023-01-27","MEX","O"
"1045402","I","0","B","2023-01-25","BRA","unknown"
"1045403","A","0","A","2023-02-04","MEX","unknown"
"1045404","I","0","B","2023-01-31","USA","M"
"1045405","A","0","B","2023-02-03","BRA","F"
"1045406","A","0","A","2023-01-26","TUR","M"
"1045407","A","0","B","2023-01-29","MEX","F"
"1045408","A","0","B","2023-01-26","AUS","M"
"1045409","A","0","A","2023-02-02","BRA","unknown"
"1045410","I","0","B","2023-01-28","DEU","M"
"1045411","A","0","B","2023-01-26","MEX","F"
"1045412","A","0","B","2023-01-27","USA","M"
"1045413","I","0","A","2023-01-30","CAN","M"
"1045414","A","0","B","2023-01-25","USA","M"
"1045415","A","0","B","2023-02-01","USA","M"
"1045416","I","20.48","B","2023-02-04","DEU","F"
"1045417","A","0","A","2023-01-26","DEU","M"
"1045418","A","0","B","2023-01-29","USA","O"
"1045419","I","0","A","2023-01-25","TUR","M"
"1045420","I","0","B","2023-01-26","BRA","F"
"1045421","I","0","B","2023-01-30","USA","F"
"1045422","A","0","B","2023-01-27","ESP","M"
"1045423","A","0","B","2023-01-25","BRA","M"
"1045424","I","0","A","2023-02-03","FRA","M"
"1045425","I","0","A","2023-01-25","BRA","M"
"1045426","I","57.73","B","2023-01-26","CAN","F"
"1045427","unknown","0","B","2023-01-25","BRA","F"
"1045428","I","0","A","2023-01-25","FRA","M"
"1045429","A","0","A","2023-01-29","TUR","M"
"1045430","A","0","B","2023-02-03","BRA","M"
"1045431","I","0","B","2023-01-25","BRA","F"
"1045432","A","0","B","2023-01-31","MEX","F"
"1045433","I","0","A","2023-02-01","BRA","F"
"1045434","I","0","A","2023-02-05","MEX","F"
"1045435","A","0","B","2023-01-26","BRA","F"
"1045436","A","0","A","2023-01-25","GBR","F"
"1045437","I","0","A","2023-01-29","USA","M"
"1045438","A","0","A","2023-02-01","TUR","F"
"1045439","A","0","A","2023-01-27","BRA","F"
"1045440","I","0","B","2023-02-06","BRA","M"
"1045441","A","0","B","2023-02-05","BRA","F"
"1045442","A","0","A","2023-01-27","BRA","unknown"
"1045443","A","0","B","2023-01-25","BRA","M"
"1045444","I","0","A","2023-01-26","MEX","unknown"
"1045445","I","0","A","2023-01-27","DEU","F"
"1045446","I","0","A","2023-02-06","BRA","M"
"1045447","I","0","A","2023-01-25","BRA","M"
"1045448","A","0","B","2023-02-03","TUR","F"
"1045449","A","0","A","2023-01-28","DEU","M"
"1045450","I","0","B","2023-01-26","DEU","O"
"1045451","A","0","B","2023-01-25","ESP","M"
"1045452","I","0","A","2023-01-28","MEX","M"
"1045453","I","0","B","2023-01-31","USA","F"
"1045454","I","56.32","B","2023-01-25","MEX","F"
"1045455","I","0","B","2023-01-31","BRA","F"
"1045456","I","93.16","B","2023-01-25","DEU","M"
"1045457","A","0","A","2023-01-25","unknown","M"
"1045458","I","0","B","2023-01-27","USA","unknown"
"1045459","A","0","B","2023-02-05","BRA","F"
"1045460","I","0","B","2023-01-27","USA","F"
